,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,matches,company,COMPANY NAME,CITY,STATE,OWNER/MAKER
626,2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,0.7,"3- B,S,C",brownie,3.75,"('LetterPress', 100)",LetterPress,LetterPress,Los Angeles,California,David Menkes
627,2338,Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall, batch 0001",0.7,"3- B,S,C","woody, mocha, molasses",3.25,"('LetterPress', 100)",LetterPress,LetterPress,Los Angeles,California,David Menkes
628,2442,Letterpress,U.S.A.,2019,Bolivia,"Tranquilidad, beniano",0.7,"3- B,S,C","spoiled milk, sweet, molasses",3.25,"('LetterPress', 100)",LetterPress,LetterPress,Los Angeles,California,David Menkes
629,2562,Letterpress,U.S.A.,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",0.7,"3- B,S,C","buttery, sunflower, astringent",3.5,"('LetterPress', 100)",LetterPress,LetterPress,Los Angeles,California,David Menkes
630,2562,Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",0.7,"3- B,S,C",home baked banana nut bread,3.75,"('LetterPress', 100)",LetterPress,LetterPress,Los Angeles,California,David Menkes
631,855,Lillie Belle,U.S.A.,2012,Peru,Perfect Illusion,0.65,"2- B,S","creamy, strawberry, cocoa",3.5,"('Lillie Belle', 100)",Lillie Belle,Lillie Belle,Central Point,Oregon,Jeff Shepherd
632,903,Lillie Belle,U.S.A.,2012,Bolivia,"Bolivia, Wild Thing",0.68,"2- B,S","fatty, nutty, melon like",3.5,"('Lillie Belle', 100)",Lillie Belle,Lillie Belle,Central Point,Oregon,Jeff Shepherd
633,903,Lillie Belle,U.S.A.,2012,Peru,La Selva,0.68,"2- B,S","rich cocoa, spicy edge",3.75,"('Lillie Belle', 100)",Lillie Belle,Lillie Belle,Central Point,Oregon,Jeff Shepherd
634,947,Lillie Belle,U.S.A.,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",0.75,"2- B,S","grits, roasted, nutty",2.75,"('Lillie Belle', 100)",Lillie Belle,Lillie Belle,Central Point,Oregon,Jeff Shepherd
635,947,Lillie Belle,U.S.A.,2012,Dominican Republic,"The Other One, Grand Cru",0.74,"2- B,S","fatty, roasty, cocoa",3.0,"('Lillie Belle', 100)",Lillie Belle,Lillie Belle,Central Point,Oregon,Jeff Shepherd
636,947,Lillie Belle,U.S.A.,2012,Bolivia,Wild Thing,0.68,"2- B,S","fatty, grassy, cocoa",3.5,"('Lillie Belle', 100)",Lillie Belle,Lillie Belle,Central Point,Oregon,Jeff Shepherd
637,2538,Lirio,U.S.A.,2020,Sierra Leone,"Gola Rainforest, batch 920",0.72,"2- B,S","grassy, rubbery, chemical",2.5,"('Lirio Chocolate', 90)",Lirio Chocolate,Lirio Chocolate,Knoxville,Tennessee,Chris Kopek
638,2538,Lirio,U.S.A.,2020,India,"Anamalai, batch 970",0.72,"2- B,S","basic cocoa, dirty/burnt edge",3.0,"('Lirio Chocolate', 90)",Lirio Chocolate,Lirio Chocolate,Knoxville,Tennessee,Chris Kopek
639,2538,Lirio,U.S.A.,2020,Vietnam,"Tien Giang, batch 970",0.72,"2- B,S","spicy, sweet, cocoa",3.0,"('Lirio Chocolate', 90)",Lirio Chocolate,Lirio Chocolate,Knoxville,Tennessee,Chris Kopek
640,1093,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",0.71,"4- B,S,C,V","aluminum, mild coffee, roasty",3.0,"('Lonahana', 88)",Lonahana,Lonahana,Honolulu (Oahu),Hawaii,Seneca Klassen
641,1097,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Ele'ele",0.72,"4- B,S,C,V","strong, brandy, smoke",3.0,"('Lonahana', 88)",Lonahana,Lonahana,Honolulu (Oahu),Hawaii,Seneca Klassen
642,1097,Lonohana,U.S.A.,2013,U.S.A.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",0.7,"4- B,S,C,V","sandy, floral, vanilla, candy",3.5,"('Lonahana', 88)",Lonahana,Lonahana,Honolulu (Oahu),Hawaii,Seneca Klassen
643,1383,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",0.7,"2- B,S","spicy, candied, complex",3.75,"('Lonahana', 88)",Lonahana,Lonahana,Honolulu (Oahu),Hawaii,Seneca Klassen
644,1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",0.65,"4- B,S,C,V","sweet, candy-like, nutty",3.25,"('Lonahana', 88)",Lonahana,Lonahana,Honolulu (Oahu),Hawaii,Seneca Klassen
645,1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",0.75,"4- B,S,C,V","dairy, pudding",3.75,"('Lonahana', 88)",Lonahana,Lonahana,Honolulu (Oahu),Hawaii,Seneca Klassen
646,2586,Loon,U.S.A.,2021,Belize,Maya Mountain,0.75,"3- B,S,C","cherry, fatty, cocoa",3.0,"('Loon Chocolate', 90)",Loon Chocolate,Loon Chocolate,Manchester,New Hampshire,Scott Watson
647,2590,Loon,U.S.A.,2021,Bolivia,Alto Beni,0.7,"3- B,S,C","sweet, sl. smokiness, fruit",2.75,"('Loon Chocolate', 90)",Loon Chocolate,Loon Chocolate,Manchester,New Hampshire,Scott Watson
648,1502,Love Bar,U.S.A.,2015,Nicaragua,Nicaragua,0.75,"2- B,S","multiple off flavors, metallic",2.0,"('Love Bar (closed)', 90)",Love Bar (closed),Love Bar (closed),Philadelphia,Pennsylvania,"Rachel D'Angeli, Joe Bernstein"
649,2502,Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",0.73,"3- B,S,C","roasted pear, cocoa, sour",3.25,"('Lumineux', 100)",Lumineux,Lumineux,Greenville,South Carolina,Ben and Becca Snyder
650,2502,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",0.75,"3- B,S,C","fatty, dominant roast, spice",3.25,"('Lumineux', 100)",Lumineux,Lumineux,Greenville,South Carolina,Ben and Becca Snyder
651,2506,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",0.72,"3- B,S,C","deep cocoa, sl. pungent, sandy",3.0,"('Lumineux', 100)",Lumineux,Lumineux,Greenville,South Carolina,Ben and Becca Snyder
652,2506,Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",0.68,"3- B,S,C","candied, sweet cocoa, roasty",3.25,"('Lumineux', 100)",Lumineux,Lumineux,Greenville,South Carolina,Ben and Becca Snyder
653,2506,Lumineux,U.S.A.,2020,Ivory Coast,"Cote d'Ivoire, batch 83",0.67,"3- B,S,C","spice, coconut",3.5,"('Lumineux', 100)",Lumineux,Lumineux,Greenville,South Carolina,Ben and Becca Snyder
654,2426,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,Uganda,0.75,"3- B,S,C","gritty, roasty, rubbery",2.5,"('MaDe Atlantic City Chocolate Bar', 100)",MaDe Atlantic City Chocolate Bar,MaDe Atlantic City Chocolate Bar,Atlantic City,New Jersey,Mark and Deborah Pellegrino
655,2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Ghana,0.75,"3- B,S,C","gritty, cocoa base, ashey",2.75,"('MaDe Atlantic City Chocolate Bar', 100)",MaDe Atlantic City Chocolate Bar,MaDe Atlantic City Chocolate Bar,Atlantic City,New Jersey,Mark and Deborah Pellegrino
656,2664,Madhu,U.S.A.,2021,Colombia,Tumaco,0.7,"2- B,S","very sticky, nutty, woody",2.5,"('Madhu', 100)",Madhu,Madhu,Austin,Texas,Harshit Gupta and Elliot Curelop
657,607,Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",0.72,"4- B,S,C,V","raisiny, chewy",2.75,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
658,672,Madre,U.S.A.,2011,Dominican Republic,Dominican,0.7,"4- B,S,C,V","sandy, sweet, strong vanilla",2.5,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
659,693,Madre,U.S.A.,2011,Costa Rica,Upala,0.7,"4- B,S,C,V","sticky, strong vanilla, pepper",2.75,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
660,991,Madre,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua Coast, Kokoleka",0.7,"4- B,S,C,V","creamy, vanilla, rich fruit",3.25,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
661,995,Madre,U.S.A.,2012,U.S.A.,"Criollo, Hawaii",0.7,"4- B,S,C,V","creamy, burnt nuts, woody",3.25,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
662,995,Madre,U.S.A.,2012,U.S.A.,Kaua'i Island,0.7,"4- B,S,C,V","vanilla, brownie, peanut",3.5,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
663,1085,Madre,U.S.A.,2013,Puerto Rico,Puerto Rico,0.7,"4- B,S,C,V","intense vanilla, swiss miss",2.75,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
664,1085,Madre,U.S.A.,2013,Brazil,Brazil,0.7,"4- B,S,C,V","strong vanilla, nut, coffee",3.5,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
665,1089,Madre,U.S.A.,2013,U.S.A.,"Hawai'i Island, Choobua, Kona",0.7,"4- B,S,C,V","fatty, vanilla, candy-like",2.75,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
666,1089,Madre,U.S.A.,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",0.7,"4- B,S,C,V","vanilla, earthy, caramel",2.75,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
667,1940,Madre,U.S.A.,2017,Solomon Islands,Guadalcanal,0.73,"2- B,S","mild earthy, mild cocoa, nut",3.5,"('Madre', 100)",Madre,Madre,Honolulu (Oahu),Hawaii,Nat Bletter
668,311,Malie Kai (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",0.55,"5- B,S,C,V,L","sweet, vanilla, easter candy",2.75,"('Guittard', 90)",Guittard,Guittard,Burlingame,California,Gary Guittard
669,502,Malie Kai (Guittard),U.S.A.,2010,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",0.55,"5- B,S,C,V,L","creamy, crunchy, very sweet",3.5,"('Guittard', 90)",Guittard,Guittard,Burlingame,California,Gary Guittard
670,821,Mana,U.S.A.,2012,Dominican Republic,Conacado,0.74,"3- B,S,C","berry, nutty, sour",3.75,"('Mana', 100)",Mana,Mana,Portland,Oregon,Holly Hukill
671,1219,Mana,U.S.A.,2014,Peru,Peru,0.74,"3- B,S,C","rubber, off medicinal",2.5,"('Mana', 100)",Mana,Mana,Portland,Oregon,Holly Hukill
672,1219,Mana,U.S.A.,2014,Venezuela,Venezuela,0.74,"3- B,S,C","nutty, green",2.75,"('Mana', 100)",Mana,Mana,Portland,Oregon,Holly Hukill
673,1446,Mana,U.S.A.,2015,Ecuador,"Ecuador, batch 1212",0.74,"2- B,S","soil, wet, off notes",2.5,"('Mana', 100)",Mana,Mana,Portland,Oregon,Holly Hukill
674,1003,Manoa,U.S.A.,2012,Liberia,"Liberia, batch 174",0.72,"3- B,S,C","molassses, intense, off, herb",3.25,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
675,1007,Manoa,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",0.72,"3- B,S,C","oily, tangy, fruit, earthy",2.75,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
676,1007,Manoa,U.S.A.,2012,Peru,"Piura, batch 173",0.72,"3- B,S,C","banana, menthol, medicinal",3.0,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
677,1007,Manoa,U.S.A.,2012,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",0.72,"3- B,S,C","molasses, sweet, cocoa",3.25,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
678,1089,Manoa,U.S.A.,2013,U.S.A.,"O'ahu Island, Waiahole, b. 182",0.72,"3- B,S,C","orange, cocoa",3.75,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
679,1522,Manoa,U.S.A.,2015,Papua New Guinea,Markham Valley,0.72,"3- B,S,C","smoke, fruit",3.5,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
680,1522,Manoa,U.S.A.,2015,Costa Rica,Coto Brus,0.72,"3- B,S,C","dried fruit, balanced, cocoa",3.75,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
681,2032,Manoa,U.S.A.,2017,Peru,Ucayali,0.7,"3- B,S,C","sweet, fatty, fig",3.25,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
682,2442,Manoa,U.S.A.,2019,U.S.A.,"Hawai'i Island, Hilo and Kona regions",0.7,"3- B,S,C","dried fruit,spicy,sticky,intense",3.5,"('Manoa', 100)",Manoa,Manoa,Kailua (Oahu),Hawaii,Dylan Butterbaugh
683,1474,Map Chocolate,U.S.A.,2015,Dominican Republic,"ROIG, 2014",0.7,"3- B,S,C","fruity, tangy, cocoa",3.5,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
684,1474,Map Chocolate,U.S.A.,2015,Peru,"Maranon, 2014",0.62,"3- B,S,C","delicate, caramel, peanut",3.5,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
685,1478,Map Chocolate,U.S.A.,2015,Ecuador,Ecuador,0.7,"3- B,S,C","coarse, floral, rum",3.5,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
686,1606,Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",0.7,"3- B,S,C","heavy roast, few grits, rich",2.75,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
687,1606,Map Chocolate,U.S.A.,2015,Nicaragua,"A case of the Xerces Blues, triple roast",0.7,"3- B,S,C","rich, bright fruit",3.5,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
688,1606,Map Chocolate,U.S.A.,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",0.68,"3- B,S,C","lemon, spicy, cocoa",3.5,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
689,1610,Map Chocolate,U.S.A.,2015,Colombia,Colombia,0.75,"3- B,S,C","roasty, coffee, rubber",2.75,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
690,1610,Map Chocolate,U.S.A.,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",0.72,"3- B,S,C","sweet, fatty, roasty",3.0,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
691,1634,Map Chocolate,U.S.A.,2015,Honduras,Le Chocolat Chaud,0.78,"3- B,S,C","grassy, woody, sweet",3.5,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
692,1896,Map Chocolate,U.S.A.,2016,Vietnam,"Ben Tre, Surprise Valley",0.75,"3- B,S,C","intense, sour, tart",3.25,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
693,1956,Map Chocolate,U.S.A.,2017,Vietnam,"Lam Dong, ""Red Poppy""",0.73,"2- B,S","earthy, tobacco, ashey",3.0,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
694,2040,Map Chocolate,U.S.A.,2018,Dominican Republic,Zorzal Reserve,0.72,"3- B,S,C","complex, creamy, cherry",3.5,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
695,2262,Map Chocolate,U.S.A.,2018,Blend,"""Peace of Wild Things""",0.72,"3- B,S,C","off notes, rubbery, hammy",3.0,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
696,2262,Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",0.72,"3- B,S,C","sweet, spicy, dirty",3.25,"('Map Chocolate Co.', 95)",Map Chocolate Co.,Map Chocolate Co.,Eugene,Oregon,Mackenzie Rivers
697,2598,Maribea,U.S.A.,2021,Mexico,Tabasco,0.72,"3- B,S,C","earthy, musty, sweet",2.75,"('Maribea', 100)",Maribea,Maribea,Odessa,Texas,Mark Merritt and Joseph Gabaldon
698,2598,Maribea,U.S.A.,2021,Bolivia,"Alto Beni, Walikewa",0.72,"3- B,S,C","floral, earthy, acidic, harsh",2.75,"('Maribea', 100)",Maribea,Maribea,Odessa,Texas,Mark Merritt and Joseph Gabaldon
699,2598,Maribea,U.S.A.,2021,Brazil,"Bahia, Catongo",0.72,"3- B,S,C","delicate, nutty, butterscotch",3.25,"('Maribea', 100)",Maribea,Maribea,Odessa,Texas,Mark Merritt and Joseph Gabaldon
700,2158,Markham & Fitz,U.S.A.,2018,Haiti,"Pisa, batch 58",0.75,"2- B,S","dried fruit, woody, dirty",2.75,"('Markham & Fitz aka Hello Cocoa', 90)",Markham & Fitz aka Hello Cocoa,Markham & Fitz aka Hello Cocoa,Fayetteville,Arkansas,"Lauren Blanco, Preston Stewart"
701,537,Mars,U.S.A.,2010,Costa Rica,"Matina 1-6, prototype",0.65,,"intense orange, floral",3.0,"('Marsatta', 90)",Marsatta,Marsatta,Redondo Beach,California,Jeffray Gardner
702,544,Mars,U.S.A.,2010,Ivory Coast,"Ivory Coast, prototype",0.65,,"chewy, earthy, spicy",3.0,"('Marsatta', 90)",Marsatta,Marsatta,Redondo Beach,California,Jeffray Gardner
703,544,Mars,U.S.A.,2010,Nigeria,"Nigeria, prototype",0.65,,"cocoa, earth, wheat",3.25,"('Marsatta', 90)",Marsatta,Marsatta,Redondo Beach,California,Jeffray Gardner
704,544,Mars,U.S.A.,2010,Ghana,"Ghana, prototype",0.65,,"intense, dark berry, cocoa",3.5,"('Marsatta', 90)",Marsatta,Marsatta,Redondo Beach,California,Jeffray Gardner
705,1189,Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,0.74,"4- B,S,C,V","waxy, rubber, medicinal",2.25,"('Marsatta', 100)",Marsatta,Marsatta,Redondo Beach,California,Jeffray Gardner
706,1189,Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,0.89,"4- B,S,C,V","fatty, rubber, medicinal",2.5,"('Marsatta', 100)",Marsatta,Marsatta,Redondo Beach,California,Jeffray Gardner
707,572,Mast Brothers,U.S.A.,2010,Venezuela,Patanemo,0.81,"2- B,S","sticky, woody, musty",2.75,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
708,572,Mast Brothers,U.S.A.,2010,Venezuela,Ocumare de la Costa,0.75,"2- B,S","dry, sticky, nutty, earthy",3.0,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
709,572,Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",0.7,"2- B,S","sticky, earthy, coffee",3.25,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
710,672,Mast Brothers,U.S.A.,2011,Blend,Brooklyn Blend,0.72,"2- B,S","rich cocoa, coffee, roasty",3.5,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
711,701,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Med. Roast",0.76,"2- B,S","sandy, strawberry, sour",3.0,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
712,709,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Dark Roast",0.7,"2- B,S","dry, sandy, intense, berry",3.0,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
713,713,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Light Roast",0.81,"2- B,S","gritty, high astringent, sour",2.75,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
714,773,Mast Brothers,U.S.A.,2011,Belize,Moho River,0.7,"2- B,S","gritty, tangy, cocoa",3.5,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
715,777,Mast Brothers,U.S.A.,2011,Papua New Guinea,Papua New Guinea,0.71,"2- B,S","gritty, sticky, smoke,hammy",2.75,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
716,777,Mast Brothers,U.S.A.,2011,Peru,San Martin,0.75,"2- B,S","orange,lemon,coffee ground",3.0,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
717,777,Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,0.73,"2- B,S","dry, gritty, red berry, coffee",3.25,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
718,777,Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",0.74,"2- B,S","gritty, raspberry, sour",3.75,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
719,959,Mast Brothers,U.S.A.,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",0.73,"2- B,S","gritty, fruit, tart, rich",3.5,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
720,999,Mast Brothers,U.S.A.,2012,Blend,Madagascar,0.72,"2- B,S","gritty, overly tart, sour",2.5,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
721,999,Mast Brothers,U.S.A.,2012,Venezuela,Chuao,0.73,"2- B,S","gritty, sour, sweet",2.75,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
722,1359,Mast Brothers,U.S.A.,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",0.75,"2- B,S","tart, deep choco",3.75,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
723,1450,Mast Brothers,U.S.A.,2015,Guatemala,Guatemala,0.76,"2- B,S","mild bitter, citrus, intense",3.0,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
724,1450,Mast Brothers,U.S.A.,2015,Tanzania,Tanzania,0.74,"2- B,S","green, vegetal, mild spice",3.25,"('Mast Brothers', 100)",Mast Brothers,Mast Brothers,New York,New York,"Rick Mast, Michael Mast"
725,2704,Maui Kuia,U.S.A.,2021,U.S.A.,"Kuia Estate, Hawaii, lot 083122",0.7,"3- B,S,C","sweet, banana, mild sour orange",3.5,"('Maui Kuia Estate', 90)",Maui Kuia Estate,Maui Kuia Estate,Maui,Hawaii,Gunars Valkirs
726,1367,Maverick,U.S.A.,2014,Belize,Maya Mountain,0.7,"2- B,S","heavy roast, smoke",3.25,"('Maverick', 100)",Maverick,Maverick,Cincinnati,Ohio,Paul Picton
727,1367,Maverick,U.S.A.,2014,Dominican Republic,Elvesia,0.7,"2- B,S","roasty, coffee",3.25,"('Maverick', 100)",Maverick,Maverick,Cincinnati,Ohio,Paul Picton
728,1430,Maverick,U.S.A.,2014,Peru,Tumbes,0.82,"2- B,S","intense, burnt, bitter, spice",3.25,"('Maverick', 100)",Maverick,Maverick,Cincinnati,Ohio,Paul Picton
729,1430,Maverick,U.S.A.,2014,Peru,"Morropon, Norandiono Coop, Piura",0.63,"3- B,S,C","sweet, cherry, cream, raisin",3.5,"('Maverick', 100)",Maverick,Maverick,Cincinnati,Ohio,Paul Picton
730,2482,Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",0.7,"3- B,S,C","nutty, cheese, savory",3.0,"('Maverick', 100)",Maverick,Maverick,Cincinnati,Ohio,Paul Picton
731,2482,Maverick,U.S.A.,2020,Madagascar,"Akesson P., Sambirano",0.65,"3- B,S,C","sweet edge, sour fruit",3.25,"('Maverick', 100)",Maverick,Maverick,Cincinnati,Ohio,Paul Picton
732,2486,Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",0.75,"3- B,S,C","roasty, hammy, dirty",3.0,"('Maverick', 100)",Maverick,Maverick,Cincinnati,Ohio,Paul Picton
733,1728,Mayacama,U.S.A.,2016,Dominican Republic,Hispaniola,0.72,"2- B,S","gritty, sweet, earthy",3.0,"('Mayacama', 100)",Mayacama,Mayacama,Napa,California,Elena Sirignano
734,1287,Meadowlands,U.S.A.,2014,Bolivia,Bolivia,0.7,"2- B,S","pungent, off",2.5,"('Meadowlands', 100)",Meadowlands,Meadowlands,Meadowlands,Minnesota,"Clyo Howard, Beryl Wells-Hamilton"
735,1287,Meadowlands,U.S.A.,2014,Venezuela,Venezuela,0.7,"2- B,S","molasses, sweet, choco",2.75,"('Meadowlands', 100)",Meadowlands,Meadowlands,Meadowlands,Minnesota,"Clyo Howard, Beryl Wells-Hamilton"
736,1287,Meadowlands,U.S.A.,2014,Belize,Belize,0.7,"2- B,S","spicy, metallic, molasses",3.0,"('Meadowlands', 100)",Meadowlands,Meadowlands,Meadowlands,Minnesota,"Clyo Howard, Beryl Wells-Hamilton"
737,1291,Meadowlands,U.S.A.,2014,Nicaragua,"Nicaragua, w/ inbs",0.7,"2- B,S","fatty, sligthly bland, earthy",3.0,"('Meadowlands', 100)",Meadowlands,Meadowlands,Meadowlands,Minnesota,"Clyo Howard, Beryl Wells-Hamilton"
738,1291,Meadowlands,U.S.A.,2014,Dominican Republic,Dominican Republic,0.7,"2- B,S","high roast, nutty, deep choco",3.5,"('Meadowlands', 100)",Meadowlands,Meadowlands,Meadowlands,Minnesota,"Clyo Howard, Beryl Wells-Hamilton"
739,887,Middlebury,U.S.A.,2012,Blend,Houseblend,0.65,"4- B,S*,C,Sa","chemical, salt, wtf",1.5,"('Jackson Family Chocolate aka Middlebury', 90)",Jackson Family Chocolate aka Middlebury,Jackson Family Chocolate aka Middlebury,Johnson City,Tennessee,Stephanie and Andy Jackson
740,887,Middlebury,U.S.A.,2012,Bolivia,Alto Beni,0.75,"4- B,S*,C,Sa","sticky, cardboard,why bother",2.0,"('Jackson Family Chocolate aka Middlebury', 90)",Jackson Family Chocolate aka Middlebury,Jackson Family Chocolate aka Middlebury,Johnson City,Tennessee,Stephanie and Andy Jackson
